country,year,co2_emissions
Bermuda,2007,517.047
Bolivia,2007,13054.52
Brazil,2007,368368.485
Barbados,2007,1349.456
Brunei Darussalam,2007,9559.869
Bhutan,2007,579.386
Botswana,2007,4638.755
Central African Republic,2007,253.023
Canada,2007,544171.799
Switzerland,2007,38019.456
Channel Islands,2007,
Chile,2007,70098.372
China,2007,6791804.714
Cote d'Ivoire,2007,6384.247
Cameroon,2007,6167.894
"Congo, Rep.",2007,1591.478
Cook Islands,2007,66.006
Colombia,2007,63439.1
Comoros,2007,121.011
Cape Verde,2007,311.695
Costa Rica,2007,8118.738
Cuba,2007,26838.773
Curacao,2007,
Cayman Islands,2007,539.049
Cyprus,2007,8195.745
Czech Republic,2007,123944.6
Germany,2007,787235.227
Djibouti,2007,487.711
Dominica,2007,150.347
Denmark,2007,49695.184
Dominican Republic,2007,21363.942
Algeria,2007,112741.915
East Asia & Pacific,2007,7938274.13422319
Europe & Central Asia,2007,3050860.81559634
Ecuador,2007,30898.142
"Egypt, Arab Rep.",2007,199220.776
Euro area,2007,2684247.667
Eritrea,2007,579.386
Spain,2007,358236.564
Estonia,2007,19952.147
Ethiopia,2007,6560.263
Finland,2007,63923.144
Fiji,2007,1459.466
France,2007,374283.356
Faeroe Islands,2007,696.73
"Micronesia, Fed. Sts.",2007,62.339
Gabon,2007,1976.513
United Kingdom,2007,529621.143
Georgia,2007,6028.548
Ghana,2007,9636.876
Gibraltar,2007,407.037
Guinea,2007,1389.793
"Gambia, The",2007,396.036
Guinea-Bissau,2007,286.026
Equatorial Guinea,2007,4796.436
Greece,2007,98213.261
Grenada,2007,245.689
Greenland,2007,638.058
Guatemala,2007,12926.175
Guam,2007,
Guyana,2007,1525.472
High income,2007,13422816.7508701
"Hong Kong SAR, China",2007,39962.966
Honduras,2007,9035.488
Croatia,2007,24367.215
Haiti,2007,2398.218
Hungary,2007,55848.41
Indonesia,2007,368617.841
Isle of Man,2007,
India,2007,1612383.567
Ireland,2007,44411.037
"Iran, Islamic Rep.",2007,506346.694
Iraq,2007,100494.135
Iceland,2007,2339.546
Israel,2007,36816.68
Italy,2007,459376.091
Jamaica,2007,13894.263
Jordan,2007,21495.954
Japan,2007,1251187.734
Kazakhstan,2007,227401.671
Kenya,2007,9831.227
Kyrgyz Republic,2007,6461.254
Cambodia,2007,4440.737
Kiribati,2007,33.003
St. Kitts and Nevis,2007,249.356
"Korea, Rep.",2007,498205.954
Kosovo,2007,
Kuwait,2007,73002.636
Latin America & Caribbean,2007,1515347.413
Lao PDR,2007,1536.473
Lebanon,2007,15504.076
Liberia,2007,678.395
Libya,2007,54201.927
St. Lucia,2007,385.035
Low income,2007,209811.072
Liechtenstein,2007,
Sri Lanka,2007,12313.786
Lower middle income,2007,3528645.41497103
Low & middle income,2007,16174349.4955203
Lesotho,2007,
Lithuania,2007,15137.376
Luxembourg,2007,10843.319
Latvia,2007,7928.054
"Macao SAR, China",2007,1558.475
St. Martin (French part),2007,
Morocco,2007,46281.207
Monaco,2007,
Moldova,2007,4686.426
Madagascar,2007,1804.164
Maldives,2007,898.415
Mexico,2007,449860.226
Marshall Islands,2007,99.009
Middle income,2007,15965016.5582323
"Macedonia, FYR",2007,11327.363
Mali,2007,579.386
Malta,2007,2724.581
Myanmar,2007,13047.186
Middle East & North Africa,2007,1175841.885
Montenegro,2007,1965.512
Mongolia,2007,10560.96
Northern Mariana Islands,2007,
Mozambique,2007,2574.234
Mauritania,2007,1950.844
Mauritius,2007,3887.02
Malawi,2007,953.42
Malaysia,2007,194919.385
Mayotte,2007,
Namibia,2007,2992.272
New Caledonia,2007,2852.926
Niger,2007,872.746
Nigeria,2007,88605.721
Nicaragua,2007,4510.41
Niue,2007,3.667
Netherlands,2007,172495.68
Norway,2007,44924.417
Nepal,2007,3421.311
Nauru,2007,143.013
New Zealand,2007,32936.994
Oman,2007,40373.67
Pakistan,2007,160882.291
Panama,2007,6651.938
Peru,2007,43512.622
Philippines,2007,78580.143
Palau,2007,212.686
Papua New Guinea,2007,3113.283
Poland,2007,315204.319
Puerto Rico,2007,
"Korea, Dem. Rep.",2007,70710.761
Portugal,2007,60234.142
Paraguay,2007,4136.376
French Polynesia,2007,839.743
Qatar,2007,67934.842
Romania,2007,98422.28
Russian Federation,2007,1667575.584
Rwanda,2007,715.065
South Asia,2007,1838124.087
Saudi Arabia,2007,397121.432
Sudan,2007,12676.819
Senegal,2007,5372.155
Singapore,2007,36013.607
Small island developing states,2007,215935.204950675
Solomon Islands,2007,198.018
Sierra Leone,2007,1312.786
El Salvador,2007,6901.294
San Marino,2007,
Somalia,2007,630.724
Serbia,2007,48811.437
Sub-Saharan Africa,2007,671237.618685763
Sao Tome and Principe,2007,128.345
Suriname,2007,2438.555
Slovak Republic,2007,36592.993
Slovenia,2007,16193.472
Sweden,2007,48045.034
Swaziland,2007,1063.43
Sint Maarten (Dutch part),2007,
Seychelles,2007,623.39
Syrian Arab Republic,2007,70897.778
Turks and Caicos Islands,2007,157.681
Chad,2007,462.042
Togo,2007,1316.453
Thailand,2007,282091.309
Tajikistan,2007,3245.295
Turkmenistan,2007,45866.836
Timor-Leste,2007,183.35
Tonga,2007,176.016
Trinidad and Tobago,2007,37036.7
Tunisia,2007,23868.503
Turkey,2007,284658.209
Tuvalu,2007,
Tanzania,2007,6039.549
Uganda,2007,3204.958
Ukraine,2007,328856.56
Upper middle income,2007,12436188.1643003
Uruguay,2007,5999.212
United States,2007,5581537.033
Uzbekistan,2007,115840.53
St. Vincent and the Grenadines,2007,201.685
"Venezuela, RB",2007,163555.534
Virgin Islands (U.S.),2007,
Vietnam,2007,112290.874
Vanuatu,2007,80.674
West Bank and Gaza,2007,2324.878
World,2007,30649360.0
Samoa,2007,161.348
"Yemen, Rep.",2007,21976.331
South Africa,2007,433358.726
"Congo, Dem. Rep.",2007,2552.232
Zambia,2007,1719.823
Zimbabwe,2007,9618.541
Aruba,2008,2288.208
Andorra,2008,539.049
Afghanistan,2008,814.074
Angola,2008,24370.882
Albania,2008,4176.713
United Arab Emirates,2008,155066.429
Argentina,2008,192378.154
Armenia,2008,5548.171
American Samoa,2008,
Antigua and Barbuda,2008,447.374
Australia,2008,399218.956
Austria,2008,67725.823
Azerbaijan,2008,47139.285
Burundi,2008,179.683
Belgium,2008,104879.867
Benin,2008,4066.703
Burkina Faso,2008,1855.502
Bangladesh,2008,46526.896
Bulgaria,2008,50538.594
Bahrain,2008,22478.71
"Bahamas, The",2008,2156.196
Bosnia and Herzegovina,2008,31275.843
Belarus,2008,62815.71
Belize,2008,425.372
Bermuda,2008,388.702
Bolivia,2008,12834.5
Brazil,2008,393219.744
Barbados,2008,1353.123
Brunei Darussalam,2008,10593.963
Bhutan,2008,733.4
Botswana,2008,4840.44
Central African Republic,2008,260.357
Canada,2008,544091.125
Switzerland,2008,40392.005
Channel Islands,2008,
Chile,2008,73108.979
China,2008,7031916.207
Cote d'Ivoire,2008,7014.971
Cameroon,2008,5302.482
"Congo, Rep.",2008,1936.176
Cook Islands,2008,69.673
Colombia,2008,67700.154
Comoros,2008,124.678
Cape Verde,2008,308.028
Costa Rica,2008,8016.062
Cuba,2008,31418.856
Curacao,2008,
Cayman Islands,2008,557.384
Cyprus,2008,8555.111
Czech Republic,2008,116995.635
Germany,2008,786659.508
Djibouti,2008,524.381
Dominica,2008,128.345
Denmark,2008,46024.517
Dominican Republic,2008,21616.965
Algeria,2008,111304.451
East Asia & Pacific,2008,8259297.79712798
Europe & Central Asia,2008,3110254.40771698
Ecuador,2008,26824.105
"Egypt, Arab Rep.",2008,210320.785
Euro area,2008,2633269.033
Eritrea,2008,414.371
Spain,2008,329285.599
Estonia,2008,18290.996
Ethiopia,2008,7106.646
Finland,2008,56512.137
Fiji,2008,1254.114
France,2008,376985.935
Faeroe Islands,2008,707.731
"Micronesia, Fed. Sts.",2008,62.339
Gabon,2008,2471.558
United Kingdom,2008,522855.528
Georgia,2008,5203.473
Ghana,2008,8591.781
Gibraltar,2008,421.705
Guinea,2008,1393.46
"Gambia, The",2008,410.704
Guinea-Bissau,2008,282.359
Equatorial Guinea,2008,4814.771
Greece,2008,97813.558
Grenada,2008,245.689
Greenland,2008,575.719
Guatemala,2008,11914.083
Guam,2008,
Guyana,2008,1525.472
High income,2008,13284694.5075709
"Hong Kong SAR, China",2008,38573.173
Honduras,2008,8672.455
Croatia,2008,23303.785
Haiti,2008,2434.888
Hungary,2008,54638.3
Indonesia,2008,406028.575
Isle of Man,2008,
India,2008,1742697.746
Ireland,2008,43604.297
"Iran, Islamic Rep.",2008,538403.608
Iraq,2008,102936.357
Iceland,2008,2229.536
Israel,2008,37663.757
Italy,2008,445118.795
Jamaica,2008,12203.776
Jordan,2008,21382.277
Japan,2008,1208162.823
Kazakhstan,2008,236954.206
Kenya,2008,10392.278
Kyrgyz Republic,2008,6208.231
Cambodia,2008,4602.085
Kiribati,2008,29.336
St. Kitts and Nevis,2008,249.356
"Korea, Rep.",2008,509170.284
Kosovo,2008,
Kuwait,2008,76742.976
Latin America & Caribbean,2008,1584103.663
Lao PDR,2008,1532.806
Lebanon,2008,17099.221
Liberia,2008,608.722
Libya,2008,58330.969
St. Lucia,2008,396.036
Low income,2008,219121.585
Liechtenstein,2008,
Sri Lanka,2008,11763.736
Lower middle income,2008,3743902.66448845
Low & middle income,2008,16822433.2185276
Lesotho,2008,
Lithuania,2008,15130.042
Luxembourg,2008,10502.288
Latvia,2008,7590.69
"Macao SAR, China",2008,1334.788
St. Martin (French part),2008,
Morocco,2008,47905.688
Monaco,2008,
Moldova,2008,4774.434
Madagascar,2008,1910.507
Maldives,2008,920.417
Mexico,2008,475833.587
Marshall Islands,2008,99.009
Middle income,2008,16603810.2595964
"Macedonia, FYR",2008,11815.074
Mali,2008,594.054
Malta,2008,2559.566
Myanmar,2008,12775.828
Middle East & North Africa,2008,1230256.498
Montenegro,2008,1950.844
Mongolia,2008,10894.657
Northern Mariana Islands,2008,
Mozambique,2008,2313.877
Mauritania,2008,1998.515
Mauritius,2008,3953.026
Malawi,2008,1228.445
Malaysia,2008,208267.265
Mayotte,2008,
Namibia,2008,3967.694
New Caledonia,2008,3149.953
Niger,2008,850.744
Nigeria,2008,95756.371
Nicaragua,2008,4330.727
Niue,2008,3.667
Netherlands,2008,173749.794
Norway,2008,49992.211
Nepal,2008,3542.322
Nauru,2008,143.013
New Zealand,2008,33094.675
Oman,2008,45749.492
Pakistan,2008,163177.833
Panama,2008,6912.295
Peru,2008,40535.018
Philippines,2008,83156.559
Palau,2008,212.686
Papua New Guinea,2008,2108.525
Poland,2008,316066.064
Puerto Rico,2008,
"Korea, Dem. Rep.",2008,78371.124
Portugal,2008,56310.452
Paraguay,2008,4118.041
French Polynesia,2008,891.081
Qatar,2008,68477.558
Romania,2008,94659.938
Russian Federation,2008,1708653.318
Rwanda,2008,704.064
South Asia,2008,1970176.424
Saudi Arabia,2008,433556.744
Sudan,2008,14051.944
Senegal,2008,4976.119
Singapore,2008,32295.269
Small island developing states,2008,230301.090734621
Solomon Islands,2008,198.018
Sierra Leone,2008,1334.788
El Salvador,2008,6112.889
San Marino,2008,
Somalia,2008,649.059
Serbia,2008,49933.539
Sub-Saharan Africa,2008,684558.623763832
Sao Tome and Principe,2008,128.345
Suriname,2008,2438.555
Slovak Republic,2008,37557.414
Slovenia,2008,17157.893
Sweden,2008,49049.792
Swaziland,2008,1092.766
Sint Maarten (Dutch part),2008,
Seychelles,2008,682.062
Syrian Arab Republic,2008,71598.175
Turks and Caicos Islands,2008,157.681
Chad,2008,495.045
Togo,2008,1419.129
Thailand,2008,285732.64
Tajikistan,2008,3146.286
Turkmenistan,2008,47839.682
Timor-Leste,2008,190.684
Tonga,2008,176.016
Trinidad and Tobago,2008,49772.191
Tunisia,2008,25012.607
Turkey,2008,283979.814
Tuvalu,2008,
Tanzania,2008,6464.921
Uganda,2008,3747.674
Ukraine,2008,323532.076
Upper middle income,2008,12859967.139812
Uruguay,2008,8327.757
United States,2008,5461013.744
Uzbekistan,2008,124905.354
St. Vincent and the Grenadines,2008,201.685
"Venezuela, RB",2008,169532.744
Virgin Islands (U.S.),2008,
Vietnam,2008,127384.246
Vanuatu,2008,91.675
West Bank and Gaza,2008,2053.52
World,2008,
Samoa,2008,161.348
"Yemen, Rep.",2008,23384.459
South Africa,2008,435877.955
"Congo, Dem. Rep.",2008,2816.256
Zambia,2008,1888.505
Zimbabwe,2008,9075.825
